Transaction_ID,Date,Customer_ID,Product_Category,Segment,Region,Sales_Amount,Quantity,Discount_Rate,Profit_Margin,Payment_Method,Returns,Total_Profit,Quarter,High_Margin_Flag,Customer_Tier,Sales_Performances
TSC-0759,06-02-23,CUST-300,Entertainment,Consumer,North,3284.62,10,0.03,0.11,Debit Card,1,361.31,Q2,Low,Gold,Top Performer
TSC-0760,04-13-24,CUST-964,Personal Care,Consumer,East,2381.78,2,0.03,0.25,Net Banking,0,595.45,Q2,Low,Silver,Average
TSC-0761,07-30-22,CUST-338,Home Appliances,Home Office,West,760.2,8,0.26,0.13,PayPal,0,98.83,Q3,Low,Bronze,Below Average
TSC-0762,05-04-22,CUST-330,Home Appliances,Consumer,Central,2563.62,5,0.09,0.06,UPI,0,153.82,Q2,Low,Silver,Average
TSC-0763,12-02-22,CUST-348,Entertainment,Consumer,North,4538.61,4,0.2,0.08,Debit Card,1,363.09,Q4,Low,Gold,Top Performer
TSC-0764,11-06-23,CUST-133,Entertainment,Consumer,Central,839.23,9,0.15,0.3,Credit Card,0,251.77,Q4,Low,Bronze,Below Average
TSC-0765,08-14-22,CUST-317,Personal Care,Consumer,Central,3464.29,2,0.07,0.11,UPI,0,381.07,Q3,Low,Gold,Top Performer
TSC-0766,11-27-23,CUST-870,Office Supplies,Consumer,South,2989.6,3,0.16,0.13,UPI,0,388.65,Q4,Low,Silver,Average
TSC-0767,04-18-23,CUST-477,Personal Care,Home Office,East,3755.5,8,0.02,0.18,Net Banking,0,675.99,Q2,Low,Gold,Top Performer
TSC-0768,04-06-22,CUST-714,Entertainment,Home Office,North,795.47,4,0.1,0.28,Net Banking,0,222.73,Q2,Low,Bronze,Below Average
TSC-0769,02-02-24,CUST-781,Entertainment,Consumer,Central,4710.95,9,0.16,0.21,UPI,0,989.3,Q1,Low,Gold,Top Performer
TSC-0770,09-07-23,CUST-806,Electronics,Home Office,Central,3123.78,10,0.07,0.38,Debit Card,0,1187.04,Q3,High,Gold,Top Performer
TSC-0771,04-16-24,CUST-210,Entertainment,Corporate,East,4243.0,10,0.2,0.2,PayPal,0,848.6,Q2,Low,Gold,Top Performer
TSC-0772,07-07-23,CUST-849,Electronics,Consumer,Central,1270.7,10,0.02,0.12,Debit Card,0,152.48,Q3,Low,Bronze,Below Average
TSC-0773,10-26-23,CUST-850,Office Supplies,Corporate,Central,3710.09,10,0.15,0.24,Debit Card,0,890.42,Q4,Low,Gold,Top Performer
TSC-0774,09-30-22,CUST-781,Personal Care,Home Office,Central,3916.1,9,0.21,0.21,UPI,0,822.38,Q3,Low,Gold,Top Performer
TSC-0775,03-28-23,CUST-599,Personal Care,Consumer,Central,2017.3,10,0.13,0.33,Debit Card,0,665.71,Q1,High,Silver,Below Average
TSC-0776,06-17-22,CUST-465,Electronics,Consumer,South,1950.57,9,0.26,0.38,PayPal,0,741.22,Q2,High,Silver,Below Average
TSC-0777,02-01-22,CUST-702,Personal Care,Home Office,South,3306.09,1,0.19,0.34,UPI,0,1124.07,Q1,High,Gold,Top Performer
TSC-0778,10-25-23,CUST-575,Entertainment,Corporate,West,512.37,6,0.29,0.19,Debit Card,0,97.35,Q4,Low,Bronze,Below Average
TSC-0779,07-18-23,CUST-864,Home Appliances,Consumer,North,3691.34,10,0.09,0.13,Net Banking,0,479.87,Q3,Low,Gold,Top Performer
TSC-0780,09-16-22,CUST-427,Electronics,Corporate,East,262.29,6,0.28,0.37,Debit Card,0,97.05,Q3,High,Bronze,Below Average
TSC-0781,09-12-23,CUST-545,Personal Care,Corporate,West,993.42,8,0.18,0.19,UPI,0,188.75,Q3,Low,Bronze,Below Average
TSC-0782,01-15-22,CUST-766,Electronics,Home Office,South,3337.51,7,0.22,0.32,UPI,0,1068.0,Q1,High,Gold,Top Performer
TSC-0783,11-26-23,CUST-318,Electronics,Corporate,South,536.7,7,0.27,0.4,Net Banking,0,214.68,Q4,High,Bronze,Below Average
TSC-0784,09-05-24,CUST-391,Home Appliances,Consumer,South,4860.62,2,0.17,0.25,UPI,0,1215.16,Q3,Low,Gold,Top Performer
TSC-0785,12-28-22,CUST-391,Entertainment,Corporate,West,4348.56,4,0.26,0.22,Credit Card,0,956.68,Q4,Low,Gold,Top Performer
TSC-0786,09-10-23,CUST-737,Electronics,Corporate,South,3150.2,1,0.16,0.29,UPI,0,913.56,Q3,Low,Gold,Top Performer
TSC-0787,01-23-22,CUST-492,Personal Care,Consumer,West,4104.33,7,0.18,0.12,Debit Card,0,492.52,Q1,Low,Gold,Top Performer
TSC-0788,07-23-22,CUST-563,Office Supplies,Corporate,South,4443.52,4,0.13,0.22,PayPal,0,977.57,Q3,Low,Gold,Top Performer
TSC-0789,01-11-22,CUST-973,Electronics,Home Office,Central,1334.4,9,0.04,0.16,Debit Card,0,213.5,Q1,Low,Bronze,Below Average
TSC-0790,12-04-22,CUST-777,Electronics,Consumer,Central,4254.59,6,0.17,0.11,UPI,0,468.0,Q4,Low,Gold,Top Performer
TSC-0791,01-19-22,CUST-827,Home Appliances,Corporate,North,1014.23,6,0.29,0.26,Credit Card,1,263.7,Q1,Low,Bronze,Below Average
TSC-0792,04-14-24,CUST-230,Entertainment,Consumer,South,2096.04,9,0.24,0.25,Debit Card,0,524.01,Q2,Low,Silver,Average
TSC-0793,02-16-23,CUST-928,Office Supplies,Consumer,North,2813.39,8,0.22,0.32,PayPal,0,900.28,Q1,High,Silver,Average
TSC-0794,05-31-23,CUST-490,Personal Care,Consumer,West,3583.76,6,0.19,0.36,Debit Card,0,1290.15,Q2,High,Gold,Top Performer
TSC-0795,08-25-24,CUST-990,Office Supplies,Consumer,North,199.2,6,0.1,0.13,Net Banking,0,25.9,Q3,Low,Bronze,Below Average
TSC-0796,04-22-23,CUST-975,Personal Care,Home Office,South,1488.02,6,0.05,0.32,Credit Card,0,476.17,Q2,High,Bronze,Below Average
TSC-0797,09-09-22,CUST-352,Entertainment,Consumer,West,3062.17,4,0.07,0.18,UPI,1,551.19,Q3,Low,Gold,Average
TSC-0798,03-04-22,CUST-521,Personal Care,Corporate,West,1818.97,5,0.0,0.27,Debit Card,0,491.12,Q1,Low,Silver,Below Average
TSC-0799,06-29-24,CUST-470,Home Appliances,Consumer,Central,3886.37,3,0.2,0.35,Debit Card,0,1360.23,Q2,High,Gold,Top Performer
TSC-0800,07-23-22,CUST-540,Home Appliances,Home Office,West,3275.68,9,0.24,0.14,Debit Card,0,458.6,Q3,Low,Gold,Top Performer
TSC-0801,01-08-24,CUST-176,Home Appliances,Corporate,West,,2,0.08,0.26,Debit Card,0,314.68,Q1,Low,Bronze,Below Average
TSC-0802,07-09-22,CUST-535,Home Appliances,Corporate,North,772.35,7,0.03,0.22,PayPal,0,169.92,Q3,Low,Bronze,Below Average
TSC-0803,07-27-24,CUST-524,Office Supplies,Consumer,West,3163.78,1,0.1,0.33,Net Banking,0,1044.05,Q3,High,Gold,Top Performer
TSC-0804,10-03-23,CUST-876,,Consumer,East,2279.81,10,0.09,0.29,Net Banking,0,661.14,Q4,Low,Silver,Average
TSC-0805,07-02-22,CUST-699,Personal Care,Consumer,Central,886.34,7,0.14,0.32,Credit Card,0,283.63,Q3,High,Bronze,Below Average
TSC-0806,03-24-23,CUST-508,Personal Care,Home Office,Central,1665.55,2,0.08,0.15,Credit Card,0,249.83,Q1,Low,Silver,Below Average
TSC-0807,06-13-23,CUST-807,Home Appliances,Consumer,West,1550.08,5,0.1,0.3,PayPal,0,465.02,Q2,Low,Silver,Below Average
TSC-0808,10-23-22,CUST-708,Home Appliances,Corporate,North,585.25,1,0.27,0.26,Net Banking,0,152.16,Q4,Low,Bronze,Below Average
TSC-0809,08-24-22,CUST-695,Electronics,Corporate,Central,2757.2,5,0.1,0.21,Credit Card,0,579.01,Q3,Low,Silver,Average
TSC-0810,03-09-22,CUST-378,Entertainment,Consumer,Central,3830.06,4,0.24,0.18,UPI,0,689.41,Q1,Low,Gold,Top Performer
TSC-0811,05-10-23,CUST-606,Office Supplies,Corporate,East,2898.56,1,0.19,0.17,Net Banking,0,492.76,Q2,Low,Silver,Average
TSC-0812,09-12-24,CUST-988,Personal Care,Corporate,West,4140.14,1,0.1,0.05,Debit Card,0,207.01,Q3,Low,Gold,Top Performer
TSC-0813,11-04-22,CUST-912,Electronics,Corporate,Central,681.46,7,0.25,0.11,Net Banking,0,74.96,Q4,Low,Bronze,Below Average
TSC-0814,06-23-23,CUST-660,Electronics,Consumer,Central,2206.28,3,0.18,0.07,UPI,0,154.44,Q2,Low,Silver,Average
TSC-0815,08-31-22,CUST-327,Personal Care,Consumer,Central,,10,0.0,0.35,Debit Card,0,1073.31,Q3,High,Bronze,Below Average
TSC-0816,05-15-23,CUST-218,Office Supplies,Consumer,Central,3396.21,9,0.02,0.35,Net Banking,1,1188.67,Q2,High,Gold,Top Performer
TSC-0817,02-02-22,CUST-893,Electronics,Home Office,North,3494.14,9,0.23,0.35,Debit Card,0,1222.95,Q1,High,Gold,Top Performer
TSC-0818,09-12-22,CUST-495,Electronics,Corporate,South,3658.38,10,0.13,0.34,Debit Card,0,1243.85,Q3,High,Gold,Top Performer
TSC-0819,06-25-23,CUST-227,Entertainment,Consumer,East,3274.58,9,0.12,0.13,PayPal,0,425.7,Q2,Low,Gold,Top Performer
TSC-0820,06-16-24,CUST-521,Office Supplies,Home Office,North,516.43,1,0.04,0.22,UPI,0,113.61,Q2,Low,Bronze,Below Average
TSC-0821,02-15-23,CUST-364,Electronics,Consumer,East,3491.76,4,0.05,0.37,PayPal,0,1291.95,Q1,High,Gold,Top Performer
TSC-0822,06-27-22,CUST-517,Office Supplies,Home Office,Central,,1,0.24,0.32,Net Banking,0,1164.05,Q2,High,Bronze,Below Average
TSC-0823,11-17-22,CUST-299,Personal Care,Home Office,East,4967.73,1,0.25,0.05,Debit Card,0,248.39,Q4,Low,Gold,Top Performer
TSC-0824,10-30-23,CUST-490,Home Appliances,Home Office,West,3482.14,9,0.17,0.21,Net Banking,0,731.25,Q4,Low,Gold,Top Performer
TSC-0825,07-29-24,CUST-182,Electronics,Home Office,West,3449.81,5,0.09,0.05,Net Banking,1,172.49,Q3,Low,Gold,Top Performer
TSC-0826,06-27-24,CUST-223,Entertainment,Consumer,South,2598.33,1,0.28,0.15,PayPal,0,389.75,Q2,Low,Silver,Average
TSC-0827,03-26-23,CUST-394,Personal Care,Consumer,South,4346.22,3,0.19,0.2,Net Banking,0,869.24,Q1,Low,Gold,Top Performer
TSC-0828,07-15-24,CUST-899,Office Supplies,Corporate,East,4984.33,7,0.24,0.36,UPI,0,1794.36,Q3,High,Gold,Top Performer
TSC-0829,03-16-24,CUST-393,Personal Care,Consumer,North,3906.27,2,0.0,0.28,Debit Card,0,1093.76,Q1,Low,Gold,Top Performer
TSC-0830,06-16-22,CUST-832,Electronics,Consumer,North,3081.88,4,0.14,0.18,Credit Card,0,554.74,Q2,Low,Gold,Average
TSC-0831,06-21-24,CUST-397,Office Supplies,Corporate,Central,440.83,2,0.26,0.22,UPI,0,96.98,Q2,Low,Bronze,Below Average
TSC-0832,06-21-23,CUST-188,Home Appliances,Consumer,North,3647.36,9,0.1,0.34,Credit Card,0,1240.1,Q2,High,Gold,Top Performer
TSC-0833,05-23-24,CUST-272,Personal Care,Home Office,South,3557.38,9,0.22,0.15,Credit Card,0,533.61,Q2,Low,Gold,Top Performer
TSC-0834,06-21-24,CUST-805,Electronics,Home Office,North,3889.06,7,0.2,0.27,PayPal,0,1050.05,Q2,Low,Gold,Top Performer
TSC-0835,01-20-23,CUST-646,Entertainment,Home Office,Central,666.55,7,0.05,0.14,Credit Card,0,93.32,Q1,Low,Bronze,Below Average
TSC-0836,01-08-24,CUST-811,Office Supplies,Corporate,West,3285.98,2,0.23,0.22,Debit Card,0,722.92,Q1,Low,Gold,Top Performer
TSC-0837,05-24-24,CUST-399,Personal Care,Home Office,North,1513.83,10,0.03,0.06,PayPal,0,90.83,Q2,Low,Silver,Below Average
TSC-0838,12-16-23,CUST-254,Personal Care,Home Office,North,3813.34,8,0.22,0.35,UPI,0,1334.67,Q4,High,Gold,Top Performer
TSC-0839,10-26-23,CUST-535,Home Appliances,Corporate,South,1239.85,1,0.3,0.07,UPI,0,86.79,Q4,Low,Bronze,Below Average
TSC-0840,05-17-23,CUST-491,Home Appliances,Consumer,East,3435.69,8,0.29,0.13,UPI,0,446.64,Q2,Low,Gold,Top Performer
TSC-0841,06-07-23,CUST-895,Entertainment,Home Office,West,1510.22,5,0.24,0.17,Net Banking,0,256.74,Q2,Low,Silver,Below Average
TSC-0842,05-18-22,CUST-905,Entertainment,Home Office,East,94.52,4,0.16,0.27,PayPal,1,25.52,Q2,Low,Bronze,Below Average
TSC-0843,04-06-23,CUST-546,Electronics,Consumer,Central,3185.12,10,0.2,0.3,PayPal,0,955.54,Q2,Low,Gold,Top Performer
TSC-0844,09-26-24,CUST-869,Electronics,Consumer,Central,610.68,2,0.22,0.08,PayPal,0,48.85,Q3,Low,Bronze,Below Average
TSC-0845,06-21-23,CUST-540,Entertainment,Corporate,East,3313.49,3,0.0,0.07,Debit Card,0,231.94,Q2,Low,Gold,Top Performer
TSC-0846,10-31-22,CUST-752,Entertainment,Consumer,South,4631.77,10,0.03,0.33,PayPal,0,1528.48,Q4,High,Gold,Top Performer
TSC-0847,06-25-24,CUST-621,Office Supplies,Home Office,South,,2,0.18,0.3,Debit Card,0,1454.33,Q2,Low,Bronze,Below Average
TSC-0848,07-14-23,CUST-185,Home Appliances,Home Office,South,1217.82,4,0.0,0.34,UPI,0,414.06,Q3,High,Bronze,Below Average
TSC-0849,12-23-23,CUST-709,Electronics,Consumer,West,4055.8,3,0.27,0.29,Net Banking,0,1176.18,Q4,Low,Gold,Top Performer
TSC-0850,06-16-23,CUST-129,Home Appliances,Corporate,Central,1800.09,5,0.15,0.31,Credit Card,0,558.03,Q2,High,Silver,Below Average
TSC-0851,09-08-22,CUST-149,Home Appliances,Consumer,Central,4507.26,7,0.08,0.18,Net Banking,0,811.31,Q3,Low,Gold,Top Performer
TSC-0852,08-31-23,CUST-991,Entertainment,Corporate,Central,3948.07,9,0.12,0.26,Net Banking,0,1026.5,Q3,Low,Gold,Top Performer
TSC-0853,05-25-24,CUST-467,Office Supplies,Consumer,West,415.91,5,0.26,0.33,Net Banking,0,137.25,Q2,High,Bronze,Below Average
TSC-0854,09-13-23,CUST-840,Personal Care,Corporate,Central,2065.33,8,0.28,0.11,Credit Card,0,227.19,Q3,Low,Silver,Below Average
TSC-0855,03-13-24,CUST-492,Office Supplies,Consumer,East,1719.72,2,0.03,0.2,Debit Card,0,343.94,Q1,Low,Silver,Below Average
TSC-0856,02-15-23,CUST-954,Office Supplies,Consumer,North,3936.65,6,0.23,0.31,UPI,0,1220.36,Q1,High,Gold,Top Performer
TSC-0857,08-10-23,CUST-791,Home Appliances,Consumer,West,2080.91,8,0.17,0.24,Credit Card,0,499.42,Q3,Low,Silver,Average
TSC-0858,09-14-24,CUST-420,Office Supplies,Consumer,North,3438.71,9,0.18,0.29,UPI,0,997.23,Q3,Low,Gold,Top Performer
TSC-0859,11-30-22,CUST-343,Electronics,Corporate,East,3032.05,4,0.23,0.15,Debit Card,0,454.81,Q4,Low,Gold,Average
TSC-0860,11-11-23,CUST-143,Home Appliances,Consumer,South,4879.41,4,0.07,0.06,UPI,0,292.76,Q4,Low,Gold,Top Performer
TSC-0861,06-03-23,CUST-567,Electronics,Corporate,South,4692.04,7,0.16,0.06,Debit Card,0,281.52,Q2,Low,Gold,Top Performer
TSC-0862,04-21-23,CUST-974,Personal Care,Home Office,South,2167.11,4,0.1,0.38,Credit Card,0,823.5,Q2,High,Silver,Average
TSC-0863,06-05-22,CUST-231,Home Appliances,Home Office,West,3631.71,5,0.03,0.38,Credit Card,1,1380.05,Q2,High,Gold,Top Performer
TSC-0864,03-09-24,CUST-853,Personal Care,Home Office,South,4155.83,2,0.03,0.12,UPI,0,498.7,Q1,Low,Gold,Top Performer
TSC-0865,03-14-23,CUST-215,Home Appliances,Home Office,West,4499.48,2,0.04,0.1,UPI,0,449.95,Q1,Low,Gold,Top Performer
TSC-0866,03-22-22,CUST-708,Entertainment,Consumer,West,387.26,10,0.18,0.06,Net Banking,0,23.24,Q1,Low,Bronze,Below Average
TSC-0867,12-16-23,CUST-591,Office Supplies,Consumer,North,1545.29,5,0.03,0.13,Net Banking,0,200.89,Q4,Low,Silver,Below Average
TSC-0868,07-17-23,CUST-590,Entertainment,Corporate,South,1635.14,10,0.17,0.17,UPI,0,277.97,Q3,Low,Silver,Below Average
TSC-0869,04-30-24,CUST-149,,Home Office,Central,2200.51,10,0.18,0.13,Net Banking,1,286.07,Q2,Low,Silver,Average
TSC-0870,02-04-23,CUST-523,Office Supplies,Home Office,South,887.86,2,0.27,0.33,UPI,0,292.99,Q1,High,Bronze,Below Average
TSC-0871,01-20-24,CUST-239,Home Appliances,Consumer,South,2506.22,6,0.19,0.31,PayPal,0,776.93,Q1,High,Silver,Average
TSC-0872,07-08-23,CUST-575,Office Supplies,Consumer,South,3332.91,6,0.3,0.08,Net Banking,0,266.63,Q3,Low,Gold,Top Performer
TSC-0873,07-06-22,CUST-826,Electronics,Consumer,Central,2511.95,8,0.01,0.29,UPI,0,728.47,Q3,Low,Silver,Average
TSC-0874,02-22-24,CUST-144,Office Supplies,Corporate,Central,3345.68,1,0.21,0.23,PayPal,0,769.51,Q1,Low,Gold,Top Performer
TSC-0875,05-01-24,CUST-871,Electronics,Corporate,West,378.89,7,0.01,0.1,Net Banking,0,37.89,Q2,Low,Bronze,Below Average
TSC-0876,05-05-24,CUST-745,Office Supplies,Consumer,Central,4386.14,7,0.22,0.31,Credit Card,0,1359.7,Q2,High,Gold,Top Performer
TSC-0877,01-19-23,CUST-611,Electronics,Consumer,West,4698.39,9,0.12,0.08,UPI,0,375.87,Q1,Low,Gold,Top Performer
TSC-0878,10-23-22,CUST-709,Personal Care,Corporate,North,3108.64,4,0.18,0.11,Credit Card,0,341.95,Q4,Low,Gold,Average
TSC-0879,07-29-22,CUST-593,Entertainment,Corporate,West,4412.89,7,0.09,0.1,Net Banking,0,441.29,Q3,Low,Gold,Top Performer
TSC-0880,06-25-23,CUST-664,Home Appliances,Consumer,South,700.66,6,0.05,0.38,PayPal,0,266.25,Q2,High,Bronze,Below Average
TSC-0881,05-05-22,CUST-996,Office Supplies,Home Office,East,3997.37,4,0.22,0.29,UPI,0,1159.24,Q2,Low,Gold,Top Performer
TSC-0882,08-29-22,CUST-752,Entertainment,Corporate,East,639.78,10,0.27,0.19,PayPal,0,121.56,Q3,Low,Bronze,Below Average
TSC-0883,02-07-24,CUST-287,Home Appliances,Home Office,South,2069.65,8,0.06,0.34,Credit Card,1,703.68,Q1,High,Silver,Below Average
TSC-0884,03-13-22,CUST-837,Home Appliances,Home Office,West,1652.9,3,0.28,0.13,UPI,0,214.88,Q1,Low,Silver,Below Average
TSC-0885,07-03-24,CUST-178,Electronics,Consumer,South,,8,0.04,0.38,Credit Card,0,1120.5,Q3,High,Bronze,Below Average
TSC-0886,11-18-22,CUST-701,Personal Care,Consumer,Central,1542.5,5,0.22,0.29,Credit Card,1,447.32,Q4,Low,Silver,Below Average
TSC-0887,01-22-24,CUST-691,Personal Care,Corporate,West,3204.7,4,0.29,0.25,PayPal,0,801.18,Q1,Low,Gold,Top Performer
TSC-0888,06-28-24,CUST-568,,Consumer,South,1868.57,3,0.04,0.33,Net Banking,0,616.63,Q2,High,Silver,Below Average
TSC-0889,10-10-22,CUST-684,Personal Care,Home Office,Central,4310.91,10,0.13,0.28,Credit Card,0,1207.05,Q4,Low,Gold,Top Performer
TSC-0890,,CUST-292,Office Supplies,Corporate,Central,3187.73,7,0.1,0.36,Credit Card,0,1147.58,Q1,High,Gold,Top Performer
TSC-0891,10-28-22,CUST-254,Personal Care,Home Office,West,1115.73,7,0.12,0.34,Debit Card,0,379.35,Q4,High,Bronze,Below Average
TSC-0892,11-10-22,CUST-393,,Consumer,North,1713.84,6,0.23,0.12,PayPal,1,205.66,Q4,Low,Silver,Below Average
TSC-0893,08-30-24,CUST-815,Personal Care,Consumer,North,4244.73,3,0.2,0.13,Credit Card,0,551.81,Q3,Low,Gold,Top Performer
TSC-0894,02-17-22,CUST-232,Office Supplies,Corporate,Central,1963.07,9,0.29,0.07,Debit Card,0,137.41,Q1,Low,Silver,Below Average
TSC-0895,03-18-23,CUST-132,Electronics,Consumer,North,2702.21,2,0.06,0.13,PayPal,1,351.29,Q1,Low,Silver,Average
TSC-0896,11-13-22,CUST-438,Entertainment,Corporate,Central,3262.26,3,0.16,0.17,UPI,0,554.58,Q4,Low,Gold,Top Performer
TSC-0897,01-23-22,CUST-524,Electronics,Home Office,North,1771.66,1,0.13,0.06,Net Banking,0,106.3,Q1,Low,Silver,Below Average
TSC-0898,07-10-22,CUST-669,Electronics,Consumer,Central,1505.19,7,0.28,0.16,PayPal,0,240.83,Q3,Low,Silver,Below Average
TSC-0899,10-07-22,CUST-273,Electronics,Corporate,Central,2402.51,2,0.0,0.32,Credit Card,0,768.8,Q4,High,Silver,Average
TSC-0900,04-30-22,CUST-924,Home Appliances,Consumer,Central,1113.66,10,0.3,0.34,Debit Card,0,378.64,Q2,High,Bronze,Below Average
TSC-0901,03-12-22,CUST-621,Home Appliances,Consumer,Central,1456.84,8,0.14,0.05,Debit Card,0,72.84,Q1,Low,Bronze,Below Average
TSC-0902,12-23-23,CUST-327,Electronics,Home Office,East,357.29,9,0.19,0.05,UPI,0,17.86,Q4,Low,Bronze,Below Average
TSC-0903,06-15-23,CUST-550,Entertainment,Home Office,North,1554.65,2,0.11,0.1,Debit Card,0,155.47,Q2,Low,Silver,Below Average
TSC-0904,11-25-22,CUST-404,Office Supplies,Corporate,Central,1637.49,6,0.26,0.36,Credit Card,1,589.5,Q4,High,Silver,Below Average
TSC-0905,11-27-22,CUST-804,Office Supplies,Home Office,South,4811.07,1,0.17,0.21,PayPal,1,1010.32,Q4,Low,Gold,Top Performer
TSC-0906,03-10-23,CUST-842,Personal Care,Corporate,West,2969.16,8,0.2,0.39,UPI,0,1157.97,Q1,High,Silver,Average
TSC-0907,05-17-24,CUST-780,Entertainment,Consumer,South,3947.54,5,0.19,0.36,Net Banking,0,1421.11,Q2,High,Gold,Top Performer
TSC-0908,04-03-24,CUST-342,Home Appliances,Consumer,South,274.62,9,0.11,0.36,Net Banking,0,98.86,Q2,High,Bronze,Below Average
TSC-0909,08-05-24,CUST-262,Electronics,Home Office,East,577.36,3,0.02,0.09,Credit Card,0,51.96,Q3,Low,Bronze,Below Average
TSC-0910,08-15-24,CUST-424,Personal Care,Consumer,North,4081.96,2,0.24,0.22,UPI,0,898.03,Q3,Low,Gold,Top Performer
TSC-0911,04-11-22,CUST-676,Office Supplies,Corporate,East,3136.57,7,0.09,0.4,UPI,0,1254.63,Q2,High,Gold,Top Performer
TSC-0912,06-01-23,CUST-942,Home Appliances,Corporate,North,995.36,7,0.25,0.1,Credit Card,0,99.54,Q2,Low,Bronze,Below Average
TSC-0913,01-01-22,CUST-340,Home Appliances,Corporate,Central,2053.74,10,0.18,0.25,UPI,0,513.43,Q1,Low,Silver,Below Average
TSC-0914,04-01-22,CUST-592,Electronics,Consumer,East,2716.43,5,0.11,0.17,Debit Card,0,461.79,Q2,Low,Silver,Average
TSC-0915,12-27-22,CUST-726,Office Supplies,Consumer,West,4225.87,7,0.18,0.19,Debit Card,0,802.92,Q4,Low,Gold,Top Performer
TSC-0916,12-19-23,CUST-832,Entertainment,Consumer,North,349.04,6,0.19,0.36,Credit Card,0,125.65,Q4,High,Bronze,Below Average
TSC-0917,05-30-24,CUST-170,Home Appliances,Corporate,East,3003.78,9,0.21,0.26,Credit Card,0,780.98,Q2,Low,Gold,Average
TSC-0918,06-03-22,CUST-646,Electronics,Corporate,West,3599.33,3,0.25,0.32,Debit Card,0,1151.79,Q2,High,Gold,Top Performer
TSC-0919,01-19-24,CUST-366,Entertainment,Corporate,South,4890.56,4,0.05,0.29,PayPal,0,1418.26,Q1,Low,Gold,Top Performer
TSC-0920,05-11-23,CUST-269,Office Supplies,Corporate,Central,4045.44,9,0.28,0.24,Credit Card,0,970.91,Q2,Low,Gold,Top Performer
TSC-0921,03-31-22,CUST-277,Home Appliances,Consumer,Central,1417.33,10,0.12,0.33,Debit Card,0,467.72,Q1,High,Bronze,Below Average
TSC-0922,06-23-24,CUST-296,Entertainment,Home Office,South,3562.42,8,0.26,0.39,PayPal,0,1389.34,Q2,High,Gold,Top Performer
TSC-0923,12-01-23,CUST-102,Entertainment,Corporate,East,3828.23,10,0.07,0.39,PayPal,0,1493.01,Q4,High,Gold,Top Performer
TSC-0924,09-29-23,CUST-605,Entertainment,Consumer,South,3662.19,6,0.01,0.33,Debit Card,1,1208.52,Q3,High,Gold,Top Performer
TSC-0925,03-25-23,CUST-239,Home Appliances,Consumer,West,4109.71,3,0.17,0.22,Debit Card,0,904.14,Q1,Low,Gold,Top Performer
TSC-0926,07-24-24,CUST-971,Home Appliances,Home Office,North,4523.46,9,0.1,0.11,UPI,0,497.58,Q3,Low,Gold,Top Performer
TSC-0927,10-07-22,CUST-226,Personal Care,Home Office,East,537.23,9,0.3,0.07,PayPal,0,37.61,Q4,Low,Bronze,Below Average
TSC-0928,06-02-23,CUST-228,Office Supplies,Consumer,North,568.58,6,0.03,0.13,Net Banking,0,73.92,Q2,Low,Bronze,Below Average
TSC-0929,01-08-24,CUST-799,Electronics,Corporate,South,3992.18,2,0.01,0.17,UPI,0,678.67,Q1,Low,Gold,Top Performer
TSC-0930,03-18-22,CUST-895,Entertainment,Consumer,Central,1299.24,7,0.01,0.1,UPI,0,129.92,Q1,Low,Bronze,Below Average
TSC-0931,09-23-22,CUST-167,Personal Care,Consumer,North,339.78,9,0.07,0.13,PayPal,1,44.17,Q3,Low,Bronze,Below Average
TSC-0932,07-08-22,CUST-881,Electronics,Corporate,North,2036.08,9,0.17,0.08,PayPal,0,162.89,Q3,Low,Silver,Below Average
TSC-0933,01-28-24,CUST-540,Personal Care,Corporate,Central,4108.39,3,0.15,0.23,PayPal,0,944.93,Q1,Low,Gold,Top Performer
TSC-0934,09-25-24,CUST-316,Home Appliances,Corporate,North,676.5,2,0.11,0.09,Credit Card,0,60.88,Q3,Low,Bronze,Below Average
TSC-0935,06-10-24,CUST-751,Entertainment,Consumer,North,3375.62,5,0.03,0.31,Debit Card,0,1046.44,Q2,High,Gold,Top Performer
TSC-0936,10-06-23,CUST-621,Electronics,Consumer,Central,67.9,10,0.07,0.17,Debit Card,0,11.54,Q4,Low,Bronze,Below Average
TSC-0937,05-16-22,CUST-489,Electronics,Consumer,Central,593.2,7,0.06,0.29,Debit Card,0,172.03,Q2,Low,Bronze,Below Average
TSC-0938,04-17-24,CUST-554,Electronics,Consumer,South,1786.71,3,0.22,0.36,PayPal,0,643.22,Q2,High,Silver,Below Average
TSC-0939,01-03-22,CUST-205,Electronics,Consumer,South,463.83,4,0.23,0.08,UPI,0,37.11,Q1,Low,Bronze,Below Average
TSC-0940,05-22-22,CUST-945,Electronics,Consumer,North,4237.21,10,0.23,0.4,PayPal,0,1694.88,Q2,High,Gold,Top Performer
TSC-0941,04-12-23,CUST-916,Personal Care,Consumer,East,4327.15,2,0.29,0.28,PayPal,1,1211.6,Q2,Low,Gold,Top Performer
TSC-0942,05-25-22,CUST-922,Entertainment,Consumer,South,3790.07,10,0.27,0.07,UPI,0,265.3,Q2,Low,Gold,Top Performer
TSC-0943,12-26-22,CUST-683,Home Appliances,Corporate,South,1250.27,2,0.15,0.16,Net Banking,0,200.04,Q4,Low,Bronze,Below Average
